lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
fikat,m,liver,wątroba,dictionary_steenbergen,,,,,,
fikceń,f,fiction,fikcja,dictionary_steenbergen,,,,,,
fil,m,boy,chłopiec,dictionary_steenbergen,,,,,,
fila,f. I,girl,dziewczyna,dictionary_steenbergen,,,,,,
filharmonia,f. I,philharmony,filharmonia,dictionary_steenbergen,,,,,,
filozof,m,philosopher,filozof,dictionary_steenbergen,,,,,,
filozofia,f. I,philosophy,filozofia,dictionary_steenbergen,,,,,,
filozoficy,adj,philosophical,filozoficzny,dictionary_steenbergen,,,,,,
fił,n,thread,nić,dictionary_steenbergen,,,,,,
finalemięć,adv,at last,"nareszcie, wreszcie, na końcu",dictionary_steenbergen,,,,,,
finały,adj,final,końcowy,dictionary_steenbergen,,,,,,
financzały,adj,financial,finansowy,dictionary_steenbergen,,,,,,
"financze, -ór",m. pl.,finances,finanse,dictionary_steenbergen,,,,,,
finier,"v, 5",finish,kończyć,dictionary_steenbergen,,,,,,
finy,adj,fine,filigranowy,dictionary_steenbergen,,,,,,
fiń,m,end,koniec,dictionary_steenbergen,,,,,,
"fiodu, fiodrze","n. III -u, -rze",treaty,"umowa, pakt",dictionary_steenbergen,,,,,,
fion,n,hay,siano,dictionary_steenbergen,,,,,,
fiorarz,m,smith,kowal,dictionary_steenbergen,,,,,,
fiosta,f. I,"feast, holiday","święto, impreza",dictionary_steenbergen,,,,,,
fiór,n,iron,żelazo,dictionary_steenbergen,,,,,,
firma,f. I,firm,firma,dictionary_steenbergen,,,,,,
fiskały,adj,fiscal,fiskalny,dictionary_steenbergen,,,,,,
fistła,f. I,tube,rura,dictionary_steenbergen,,,,,,
fisy,adj,tight,mocny,dictionary_steenbergen,,latin_inherited__claude,fīxus,,,
fizycy,adj,physical,fizyczny,dictionary_steenbergen,,,,,,
fizyk,m,physician,fizyk,dictionary_steenbergen,,,,,,
fizyka,f. I,physics,fizyka,dictionary_steenbergen,,,,,,
fiżer,"v, 7",stick,tkwić,dictionary_steenbergen,,,,,,
fiżyciwy,adj,fugitive; volatile,uciekły; ulotny,dictionary_steenbergen,,,,,,
flaramięć,adv,wildly,dziko,dictionary_steenbergen,,,,,,
flary,adj,wild,dziki,dictionary_steenbergen,,,,,,
flesibły,adj,flexible,giętki,dictionary_steenbergen,,,,,,
flet,m,flute,flet,dictionary_steenbergen,,,,,,
flictać,f,happiness,szczęście,dictionary_steenbergen,,,,,,
fliczy,adj,happy,szczęśliwy,dictionary_steenbergen,,,,,,
flirtar,"v, 1",flirt,flirtować,dictionary_steenbergen,,,,,,
flota,f. I,fleet,flota,dictionary_steenbergen,,,,,,
fluor,m,fluorine,fluor,dictionary_steenbergen,,,,,,
flurz,m,flower,kwiat,dictionary_steenbergen,,,,,,
flurzer,"v, 6",flourish,kwitnąć,dictionary_steenbergen,,,,,,
fober,m,craftsman,rzemieślnik,dictionary_steenbergen,,,,,,
foc,n,fact,fakt,dictionary_steenbergen,,,,,,
focigar,"v, 1",tire,męczyć,dictionary_steenbergen,,,,,,
focigaty,adj,tired,zmęczony,dictionary_steenbergen,,,,,,
focwalemięć,adv,in fact,faktycznie,dictionary_steenbergen,,,,,,
focwały,adj,factual,faktyczny,dictionary_steenbergen,,,,,,
fok,m,fire,ogień,dictionary_steenbergen,,,,,,
fokarz,m,cake,ciasto,dictionary_steenbergen,,,,,,
fol,m,bag,worek,dictionary_steenbergen,,,,,,
fole,"v, 7",it is necessary,trzeba,dictionary_steenbergen,,,,,,
folkieł,m,scrotum,torba (wulg.),dictionary_steenbergen,any,,,,,
folklora,f. I,folklore,folklor,dictionary_steenbergen,,,,,,
"fołgr, -grze","n. III -r, -rze",lightning,"błyskawica, piorun",dictionary_steenbergen,,,,,,
fontan,m,fountain,fontanna,dictionary_steenbergen,,,,,,
formuła,f. I,formula,formuła,dictionary_steenbergen,,,,,,
fort,m,fortress,"forteca, twierdza",dictionary_steenbergen,,,,,,
fortepian,m,piano,fortepian,dictionary_steenbergen,,,,,,
forzy,prep +2,except,oprócz,dictionary_steenbergen,,,,,,
forzyna,f. I,flour,mąka,dictionary_steenbergen,,,,,,
fosa,f. I,"cleft, gap",szczelina,dictionary_steenbergen,,,,,,
fosfor,m,phosphorus,fosfor,dictionary_steenbergen,,,,,,
foszcz,m,bundle,wiązka,dictionary_steenbergen,,,,,,
foszczydz,n,loathing,"odraza, wstręt",dictionary_steenbergen,any,,,,,
foszczydzar,"v, 2",loathe,"mieć odrazę do, brzydzić się (czymś)",dictionary_steenbergen,any,,,,,
foto,n,photo,"zdjęcie, foto",dictionary_steenbergen,any,latin_learned,,,,
fotograf,m,photographer,fotograf,dictionary_steenbergen,any,latin_learned,,,,
fotografia,f. I,photography,fotografia,dictionary_steenbergen,any,latin_learned,,,,
foworabły,adj,favourable,przychylny,dictionary_steenbergen,any,,,,,
fowórz,m,favour,"łaska, przysługa",dictionary_steenbergen,any,,,,,
fódz,m,excavation,nora,dictionary_steenbergen,any,,,,,
fól,n,leaf,liść,dictionary_steenbergen,any,,,,,
fómnar,"v, 2",lighten,błyskać się,dictionary_steenbergen,any,latin_inherited__claude,fulgurāre,,,
fragła,f. I,strawberry,truskawka,dictionary_steenbergen,any,,,,,
"fragmię, -tu","n. -mię, -miętu",fragment,fragment,dictionary_steenbergen,any,latin_learned__claude,fragmentum,,,
frażyły,adj,fragile,"kruchy, wątły",dictionary_steenbergen,any,,,,,
frączeski,adj,French,francuski,dictionary_steenbergen,?,,,,,
frążer,"v, 7",split,"łupać, rozszczepiać",dictionary_steenbergen,any,,,,,
frekwięci,adj,frequent,częsty,dictionary_steenbergen,any,,,,,
frekwiętar,"v, 1",frequent,"nawiedzać, często odwiedzać",dictionary_steenbergen,any,,,,,
fręć,f,front side,przód,dictionary_steenbergen,any,,,,,
frętały,adj,front,przedni,dictionary_steenbergen,,,,,,
froca,f. I,"power, force",siła,dictionary_steenbergen,,,,,,
frocar,"v, 2",force,zmuszać,dictionary_steenbergen,,,,,,
froci,adj,strong,silny,dictionary_steenbergen,,,,,,
frocieca,f. I,fortress,"forteca, twierdza",dictionary_steenbergen,,,,,,
frojar,"v, 2",forge,kuć,dictionary_steenbergen,,,,,,
froma,f. I,form,"forma, kształt",dictionary_steenbergen,,,,,,
fromaceń,f,formation,szyk,dictionary_steenbergen,,,,,,
fromar,"v, 1",form,formować,dictionary_steenbergen,,,,,,
fromica,f. I,ant,mrówka,dictionary_steenbergen,,,,,,
fromustać,f,slenderness,szczupłość,dictionary_steenbergen,,,,,,
fromuzy,adj,slender,szczupły,dictionary_steenbergen,,,,,,
fronacz,f,kitchen-range,"kuchenka, piec",dictionary_steenbergen,,,,,,
front,m,front,front,dictionary_steenbergen,,,,,,
froterz,m,brother,brat,dictionary_steenbergen,,,,,,
frotrzeńtać,f,brotherhood,braterstwo,dictionary_steenbergen,,,,,,
frotyna,f. I,fortune,majątek,dictionary_steenbergen,,,,,,
frudar,"v, 1","cheat, swindle",oszukiwać,dictionary_steenbergen,,,,,,
frudlęci,adj,"fraudulent, delusive","oszukańczy, zwodniczy",dictionary_steenbergen,,,,,,
frudź,f,"fraud, swindle",oszukaństwo,dictionary_steenbergen,,,,,,
fryc,m,fruit,owoc,dictionary_steenbergen,,,,,,
"frymię, -tu",m,"corn, grain",pszenica,dictionary_steenbergen,,,,,,
fryszczar,"v, 2",smash,"rozbić, potłukać",dictionary_steenbergen,,,,,,
fucier,"v, 7",fuck,pierdolić,dictionary_steenbergen,,,,,,
fucz,f,throat,gardło,dictionary_steenbergen,,,,,,
fugar,"v, 1","expel, chase away",wyganiać,dictionary_steenbergen,,,,,,
funkceń,f,function,funkcja,dictionary_steenbergen,,,,,,
funkconały,adj,functional,funkcjonalny,dictionary_steenbergen,,,,,,
funkconar,"v, 1",function,funkcjonować,dictionary_steenbergen,,,,,,
fur,n,market,"rynek, bazar",dictionary_steenbergen,,,,,,
futerał,n,"case, cover",futerał,dictionary_steenbergen,,,,,,
fuzgar,"v, 1","cudgel, beat with a stick",pobijać pałką,dictionary_steenbergen,,,,,,
fym,m,smoke,dym,dictionary_steenbergen,,,,,,
fymar,"v, 1",smoke,palić,dictionary_steenbergen,,,,,,
fymiar  (dial.),"v, 1",smoke,palić,dictionary_steenbergen,,,,,,
fyń,f,rope,"lina, powróz",dictionary_steenbergen,,,,,,
fyść,m,stick,kij,dictionary_steenbergen,,,,,,
fyz,m,spindle,wrzeciono,dictionary_steenbergen,,,,,,
fyżer,"v, 5","escape, flee",uciekać,dictionary_steenbergen,,,,,,
galiczany,adj,Galician,galicyjski,dictionary_steenbergen,,,,,,
garaż,m,garage,garaż; warsztat,dictionary_steenbergen,,,,,,
gardzin,m,garden,ogród,dictionary_steenbergen,,,,,,
gargarzar,"v, 2",gargle,płukać gardło,dictionary_steenbergen,,,,,,
gaz,n,gas,gaz,dictionary_steenbergen,,,,,,
gazeta,f. I,newspaper,gazeta,dictionary_steenbergen,,,,,,
gąba,f. I,leg,noga,dictionary_steenbergen,,,,,,
gąbiekła,f. I,skirt,spodnica,dictionary_steenbergen,,,,,,
generał,m,general (mil.),generał,dictionary_steenbergen,,,,,,
geniały,adj,genial,genialny,dictionary_steenbergen,,,,,,
geniusz,m,genius,geniusz,dictionary_steenbergen,,,,,,
geograf,m,geographer,geograf,dictionary_steenbergen,,,,,,
geografia,f. I,geography,geografia,dictionary_steenbergen,,,,,,
geograficy,adj,geographical,geograficzny,dictionary_steenbergen,,,,,,
geolog,m,geologist,geolog,dictionary_steenbergen,,,,,,
geologia,f. I,geology,geologia,dictionary_steenbergen,,,,,,
geologicy,adj,geological,geologiczny,dictionary_steenbergen,,,,,,
germanicy,adj,Germanic,germański,dictionary_steenbergen,,,,,,
gips,n,plaster,gips,dictionary_steenbergen,,,,,,
gitara,f. I,guitar,gitara,dictionary_steenbergen,,,,,,
głacz,f,ice,lód,dictionary_steenbergen,,,,,,
głacze,f. pl.,ice cream,lody,dictionary_steenbergen,,,,,,
głodzoł,m,dagger,sztylet,dictionary_steenbergen,,,,,,
głurza,f. I,glory,chwała,dictionary_steenbergen,,,,,,
głurzuzy,adj,glorious,"sławny, chlubny",dictionary_steenbergen,,,,,,
głuzy,adj,gluttonous,żarłoczny,dictionary_steenbergen,,,,,,
goł,m,"cock, rooster",kogut,dictionary_steenbergen,,,,,,
gorąc,n,heat,gorąco,dictionary_steenbergen,,proto-polish__claude,gorąco,,,
gorący,adj,hot,gorący,dictionary_steenbergen,,,,,,
graca,f. I,grace,"gracja, wdzięk",dictionary_steenbergen,,,,,,
gracuzy,adj,gracious,powabny,dictionary_steenbergen,,,,,,
graczyły,adj,meager,chudy,dictionary_steenbergen,,,,,,
grad,m,step,krok,dictionary_steenbergen,,,,,,
gradzier,"v, 7","tread, step",stąpać,dictionary_steenbergen,,,,,,
graficy,adj,graphical,graficzny,dictionary_steenbergen,,,,,,
gramatyka,f. I,grammar,gramatyka,dictionary_steenbergen,,,,,,
gran,n,grain,ziarno,dictionary_steenbergen,,,,,,
gratis,adv,for free,gratis,dictionary_steenbergen,,,,,,
gratłar,"v, 1",thank,dziękować,dictionary_steenbergen,,,,,,
gratłęć,prep +3,thanks to,dzięki,dictionary_steenbergen,,,,,,
grawtać,f,gravity,"ciężkość, przyciąganie ziemskie",dictionary_steenbergen,,,,,,
grawy,adj,heavy,ciężki,dictionary_steenbergen,,,,,,
grądtać,f,greatness,wielkość,dictionary_steenbergen,,,,,,
grędzi,adj,"great, big","duży, wielki",dictionary_steenbergen,,,,,,
grędzi ducz,m,grandduke,wielki książę,dictionary_steenbergen,,,,,,
grędzi dukat,m,grandduchy,wielke księstwo,dictionary_steenbergen,,,,,,
grosy,adj,thick,gruby,dictionary_steenbergen,,,,,,
grosz,m,grosz,grosz,dictionary_steenbergen,,,,,,
grota,f. I,cave,grota,dictionary_steenbergen,,,,,,
grum,m,grunt,chrząkanie,dictionary_steenbergen,,,,,,
grumier,"v, 5",grunt,warczeć,dictionary_steenbergen,,,,,,
grupa,f. I,group,grupa,dictionary_steenbergen,,,,,,
grzecy,adj,Greek,grecki,dictionary_steenbergen,,,,,,
grzecz,m,"herd, flock",stado,dictionary_steenbergen,,,,,,
grzyb,m,mushroom,grzyb,dictionary_steenbergen,,,,,,
grzysi,adj,grey,szary,dictionary_steenbergen,any,,,,,
gudza,f. I,joy,radość,dictionary_steenbergen,any,,,,,
gudzar,"v, 2","rejoice, delight",cieszyć,dictionary_steenbergen,any,,,,,
gudzustać,f,merriment,wesołość,dictionary_steenbergen,any,,,,,
gudzuzy,adj,merry,wesoły,dictionary_steenbergen,any,,,,,
gust,m,taste,smak,dictionary_steenbergen,any,,,,,
gustar,"v, 1",taste,"próbować, smakować",dictionary_steenbergen,any,,,,,
gustuzy,adj,"tasty, good","pyszny, smaczny",dictionary_steenbergen,any,,,,,
guta,f. I,drop,kropla,dictionary_steenbergen,any,,,,,
gwardar,"v, 1","watch, look; guard, watch over, look after","patrzeć; czuwać, pilnować",dictionary_steenbergen,any,,,,,
gwardar: gwardar sie,"v, 1",watch out,uważać,dictionary_steenbergen,any,,,,,
gwardza,f. I,guard,straż,dictionary_steenbergen,any,,,,,
"gwarnamię, -tu","n. -mię, -miętu",government,rząd,dictionary_steenbergen,any,,,,,
gwarnamiętały,adj,governmental,rządowy,dictionary_steenbergen,any,,,,,
gwarnar,"v, 1",reign,rządzić,dictionary_steenbergen,any,,,,,
gwarnatórz,m,governor,"gubernator, wojewoda",dictionary_steenbergen,any,,,,,
gwarnik,m,guard,strażnik,dictionary_steenbergen,any,,,,,
gwiara,f. I,war,wojna,dictionary_steenbergen,any,,,,,
halo,intj,hello,halo,dictionary_steenbergen,any,,,,,
halożen,n,halogen,halogen,dictionary_steenbergen,any,,,,,
handel,m,trade,handel,dictionary_steenbergen,any,,,,,
handlarz,m,"salesman, tradesman",handlarz,dictionary_steenbergen,any,,,,,
harem,n,harem,harem,dictionary_steenbergen,any,,,,,
harfa,f. I,harp,harfa,dictionary_steenbergen,any,,,,,
harmonia,f. I,harmony,harmonia,dictionary_steenbergen,any,,,,,
harmonicy,adj,"harmonious, harmonic",harmoniczny,dictionary_steenbergen,any,,,,,
hel,n,helium,hel,dictionary_steenbergen,any,,,,,
hełm,m,helmet,hełm,dictionary_steenbergen,any,,,,,
herbata,f. I,tea,herbata,dictionary_steenbergen,any,,,,,
herój,m,hero,bohater,dictionary_steenbergen,any,,,,,
herójki,adj,heroic,bohaterski,dictionary_steenbergen,any,,,,,
historia,f. I,history,"historia, przeszłość",dictionary_steenbergen,any,latin_learned,historia,,,
historycy,adj,historical,historyczny,dictionary_steenbergen,,,,,,
historzyca,f. I,story,"historyjka, opowiadanko",dictionary_steenbergen,,,,,,
homofonia,f. I,homophony,homofonia,dictionary_steenbergen,,,,,,
homoseksualista,m. I,homosexual,homoseksualista,dictionary_steenbergen,,,,,,
homoseksualtać,f,homosexuality,homoseksualność,dictionary_steenbergen,,,,,,
homoseksuały,adj,homosexual,homoseksualny,dictionary_steenbergen,any,latin_learned,homo- + sexus + -ālis,,,
hormon,m,hormon,hormon,dictionary_steenbergen,,,,,,
horoskop,m,horoscope,horoskop,dictionary_steenbergen,,,,,,
horyzont,m,horizon,horyzont,dictionary_steenbergen,,,,,,
horyzontały,adj,horizontal,poziomowy,dictionary_steenbergen,,,,,,
hotel,m,hotel,hotel,dictionary_steenbergen,,,,,,
hurra,intj,hurray!,hurra!,dictionary_steenbergen,,,,,,
hydrożeń,n,hydrogen,wodór,dictionary_steenbergen,,,,,,
i,conj,and,i,dictionary_steenbergen,,,,,,
i: i szyk,adv,"anyway, in any case",i tak,dictionary_steenbergen,,,,,,
i.s.ł. (i szyk łoniu),adv,etcetera,i tak dalej,dictionary_steenbergen,,,,,,
ideał,n,ideal,ideał,dictionary_steenbergen,,,,,,
ideały,adj,ideal,idealny,dictionary_steenbergen,,,,,,
ideja,f. I,idea,idea,dictionary_steenbergen,,,,,,
identycy,adj,identical,identyczny,dictionary_steenbergen,,,,,,
idiota,m. I,idiot,idiota,dictionary_steenbergen,,,,,,
ignorar,"v, 1",ignore,ignorować,dictionary_steenbergen,,,,,,
ileż,adv,also,"też, także, również",dictionary_steenbergen,,,,,,
"ił (łu, li, łu)",pron.pers.,he,on,dictionary_steenbergen,,,,,,
"ił, iła",pron.dem.,"this, that","ten, ta, to",dictionary_steenbergen,,,,,,
iłak,adv,along this way,tędy,dictionary_steenbergen,,,,,,
iłu pły,adv,even more,tym bardziej,dictionary_steenbergen,,,,,,
iłymnar,"v, 2",enlighten,oświetlać,dictionary_steenbergen,,,,,,
iłyżeń,f,illusion,złudzenie,dictionary_steenbergen,,,,,,
imażeń,f,image,obraz,dictionary_steenbergen,,,,,,
imażnaceń,f,imagination,"wyobraźnia, wyobrażenie",dictionary_steenbergen,,,,,,
imażnar,"v, 1",imagine,wyobrażać,dictionary_steenbergen,,,,,,
imażnarzy,adj,imaginary,wyobrażony,dictionary_steenbergen,,,,,,
imiedzaty,adj,immediate,natychmiastowy,dictionary_steenbergen,,,,,,
imięzy,adj,"enormous, immense","ogromny, niezmierny",dictionary_steenbergen,,,,,,
imitaceń,f,imitation,imitacja,dictionary_steenbergen,,,,,,
imitar,"v, 1",imitate,imitować,dictionary_steenbergen,,,,,,
imperium,n,imperium,imperium,dictionary_steenbergen,,,,,,
implar,"v, 2",fill,napełniać,dictionary_steenbergen,,,,,,
impotęca,f. I,impotence,impotencja,dictionary_steenbergen,,,,,,
inaugurały,adj,inaugural,inauguralny,dictionary_steenbergen,,,,,,
industria,f. I,industry,przemysł,dictionary_steenbergen,,,,,,
industriały,adj,industrial,przemysłowy,dictionary_steenbergen,,,,,,
indywiduały,adj,individual,indywidualny,dictionary_steenbergen,,,,,,
informaceń,f,information,informacja,dictionary_steenbergen,,,,,,
informar,"v, 1",inform,informować,dictionary_steenbergen,,,,,,
inicjaciwa,f. I,initiative,inicjatywa,dictionary_steenbergen,,,,,,
inicjalemięć,adv,initially,początkowo,dictionary_steenbergen,,,,,,
inicjały,adj,initial,początkowy,dictionary_steenbergen,,,,,,
inicjar,"v, 2",initiate,"rozpoczynać, inicjować",dictionary_steenbergen,,,,,,
inoczęca,f. I,innocence,niewinność,dictionary_steenbergen,,,,,,
inoczęci,adj,innocent,niewinny,dictionary_steenbergen,,,,,,
inspiraceń,f,inspiration,"natchnienie, inspiracja",dictionary_steenbergen,,latin_learned__claude,inspīrātiōnem,,,
inspirar,"v, 1",inspire,inspirować,dictionary_steenbergen,,,,,,
instruceń,f,instruction,instrukcja,dictionary_steenbergen,,,,,,
instruktórz,m,instructor,instruktor,dictionary_steenbergen,,,,,,
"instrumię, -tu","n. -mię, -miętu",instrument,instrument,dictionary_steenbergen,,,,,,
instytuceń,f,institution,instytucja,dictionary_steenbergen,,,,,,
intelekt,n,intellect,intelekt,dictionary_steenbergen,,,,,,
intelektualista,m. I,intellectual,intelektualista,dictionary_steenbergen,,,,,,
intelektuały,adj,intellectual,intelektualny,dictionary_steenbergen,,,,,,
inteliżęca,f. I,intelligence,inteligencja,dictionary_steenbergen,,,,,,
inteliżęci,adj,intelligent,inteligentny,dictionary_steenbergen,,,,,,
interes,m,"cause, interest",interes,dictionary_steenbergen,,,,,,
interesar,"v, 1",interest,interesować,dictionary_steenbergen,,,,,,
interesęci,adj,interesting,interesujący,dictionary_steenbergen,,,,,,
introdyceń,f,introduction,wprowadzenie,dictionary_steenbergen,,,,,,
introdyczer,"v, 7",introduce,wprowadzać,dictionary_steenbergen,,,,,,
inwazar,"v, 1",invade,najechać,dictionary_steenbergen,,,,,,
inwazórz,m,invader,najeźdźca,dictionary_steenbergen,any,,,,,
inważeń,f,invasion,"najazd, inwazja",dictionary_steenbergen,any,,,,,
irlańki,adj,Irish,irlandzki,dictionary_steenbergen,any,,,,,
ironia,f. I,irony,ironia,dictionary_steenbergen,any,,,,,
irytaceń,f,irritation,irytacja,dictionary_steenbergen,any,,,,,
irytar,"v, 1",irritate,"irytować, drażnić",dictionary_steenbergen,any,,,,,
"iwiał, iwiała",pron.dem.,yonder,tamten,dictionary_steenbergen,any,,,,,
iwiałak,adv,along that way,tamtędy,dictionary_steenbergen,any,,,,,
iwrzan,n,winter,zima,dictionary_steenbergen,any,,,,,
izła,f. I,island,wyspa,dictionary_steenbergen,any,,,,,
jadra,f. I,ivy,bluszcz,dictionary_steenbergen,any,,,,,
jagier,m,agricultural ground,"pole, rola",dictionary_steenbergen,any,,,,,
jagierzkła,f. I,peasant,chłop,dictionary_steenbergen,any,,,,,
jagierzkultura,f. I,agriculture,rolnictwo,dictionary_steenbergen,any,,,,,
jak,conj,and also,oraz,dictionary_steenbergen,any,,,,,
jakry,adj,sour,kwaśny,dictionary_steenbergen,any,,,,,
jał,n,frost,mróz,dictionary_steenbergen,any,,,,,
jałar,"v, 1",freeze,zamrażać,dictionary_steenbergen,any,,,,,
jałbatek,n,underwear,bielizna,dictionary_steenbergen,any,,,,,
jałborusiny,adj,Belarusian,białoruski,dictionary_steenbergen,?,,,,,
jałby,adj,white,biały,dictionary_steenbergen,any,,,,,
jałczej,m,moose,łoś,dictionary_steenbergen,any,,,,,
jałtry,adj,other,inny,dictionary_steenbergen,any,,,,,
jałty,adj,high,wysoki,dictionary_steenbergen,any,,,,,
jałtydzień,f,height,wysokość,dictionary_steenbergen,any,,,,,
janać,f,duck,kaczka,dictionary_steenbergen,any,,,,,
janielica,f. I,angel (fem.),anielica,dictionary_steenbergen,any,,,,,
janielki,adj,"angel-like, angel's",anielski,dictionary_steenbergen,any,,,,,
janiół,m,angel,aniół,dictionary_steenbergen,any,,,,,
"janu, jeńrze","n. III -u, -rze","sex, gender",płeć,dictionary_steenbergen,any,,,,,
januar,n,uranium,uran,dictionary_steenbergen,ill_bethisad,,,,,
jań,m. II inanimate,lamb,baranek,dictionary_steenbergen,any,,,,,
jarar,"v, 1",err,błądzić,dictionary_steenbergen,any,,,,,
"jarberz, -brze",f,tree,drzewo,dictionary_steenbergen,any,,,,,
jarciski,adj,artistic,artystyczny,dictionary_steenbergen,any,,,,,
jarcista,m. I,artist,artysta,dictionary_steenbergen,any,,,,,
jarć,f,art,sztuka,dictionary_steenbergen,any,,,,,
jardza,f. I,heron,czapla,dictionary_steenbergen,any,,,,,
jardziar,"v, 4",burn,"palić, płonąć",dictionary_steenbergen,any,,,,,
jardzięci,adj,"burning, ardent, fiery, passionate","żarliwy, płomienny",dictionary_steenbergen,any,,,,,
jarecznik,m,archer,łucznik,dictionary_steenbergen,any,,,,,
jarek,m,"arc, bow",łuk,dictionary_steenbergen,any,,,,,
jarma,f. I,weapon,broń,dictionary_steenbergen,any,,,,,
jarmar,"v, 1",arm,obronić,dictionary_steenbergen,any,,,,,
jarmatera,f. I,"armour, armament",zbroja,dictionary_steenbergen,any,,,,,
jarórz,m,mistake,błąd,dictionary_steenbergen,any,,,,,
jarz,m,"air, sky",powietrze,dictionary_steenbergen,any,,,,,
"jarżę, -tu","n. -mię, -miętu",silver,srebro,dictionary_steenbergen,any,,,,,
jarżęci,adj,silver,srebrny,dictionary_steenbergen,any,,,,,
jarżyła,f. I,"loam, clay","glina, piasek gliniasty",dictionary_steenbergen,any,,,,,
jasta,f. I,spear,włócznia,dictionary_steenbergen,any,,,,,
jatać,f,"age, era, timeframe",epoka,dictionary_steenbergen,any,,,,,
"jatramię, -tu","n. -mię, -miętu",ink,atrament,dictionary_steenbergen,any,,,,,
jazen,m,"ass, donkey",osioł,dictionary_steenbergen,any,,,,,
jączesórz,m,ancestor,przodek,dictionary_steenbergen,any,latin_inherited,,,,
jądeł,m,ring,pierścionek,dictionary_steenbergen,any,,,,,
jądzież,adv,precisely there,tamże,dictionary_steenbergen,any,,,,,
jądź,adv,there,tam,dictionary_steenbergen,any,,,,,
jągusty,adj,narrow,wąski,dictionary_steenbergen,any,,,,,
jąguszcza,f. I,"strait, narrow passage",cieśnina,dictionary_steenbergen,any,,,,,
jąwarz,m,January,styczeń,dictionary_steenbergen,any,latin_inherited,,,,
jązierz,m,goose,gęś,dictionary_steenbergen,any,,,,,
jążer,"v, 7","join, connect","łączyć, połączyć",dictionary_steenbergen,any,,,,,
jebiar,"v, 2",fuck,jebać,dictionary_steenbergen,any,proto-polish,jebać,,,
jec,adv,here,"tu, tutaj",dictionary_steenbergen,any,,,,,
jec: jec i jądź,,here and there,tu i ówdzie,dictionary_steenbergen,any,,,,,
jecar,"v, 3",throw,rzucać,dictionary_steenbergen,any,,,,,
jedar,"v, irr.","give out, spend, deliver",wydawać,dictionary_steenbergen,any,,,,,
jedyczer,"v, 7",lead out,wyprowadzać,dictionary_steenbergen,any,,,,,
jedykaceń,f,education,edukacja,dictionary_steenbergen,any,latin_inherited,,,,
jedykar,"v, 1","raise, educate",wychowywać,dictionary_steenbergen,any,,,,,
jedz,n,yoke,jarzmo,dictionary_steenbergen,any,latin_inherited,,,,
jedziceń,f,edition,wydanie,dictionary_steenbergen,any,latin_inherited,,,,
jedziewkaceń,f,"building, housing",budownictwo,dictionary_steenbergen,any,latin_inherited,,,,
jedziewkar,"v, 1",build,budować,dictionary_steenbergen,any,latin_inherited,,,,
jedźwiecz,n,building,budynek,dictionary_steenbergen,any,latin_inherited,,,,
jefiec,m,effect,efekt,dictionary_steenbergen,any,latin_inherited,,,,
jegieł,m,neck,"kark, szyja",dictionary_steenbergen,any,latin_inherited,,,,
jegradar,"v, 1",walk away,odchodzić,dictionary_steenbergen,any,latin_inherited,,,,
jegradzier,"v, 7","appear, perform",występować,dictionary_steenbergen,any,latin_inherited,,,,
jegradzik,m,offense,występek,dictionary_steenbergen,any,latin_inherited,,,,
jejuny,adj,sober,trzeźwy,dictionary_steenbergen,any,,,,,
jejuńtać,f,soberness,trzeźwość,dictionary_steenbergen,any,,,,,
jek,m,joke,żart,dictionary_steenbergen,any,latin_inherited,,,,
jekar,"v, 1",joke; play,żartować; grać,dictionary_steenbergen,any,latin_inherited,,,,
jekar: jekar sie,,play,bawić się,dictionary_steenbergen,any,latin_inherited,,,,
jekieł,m,game,gra,dictionary_steenbergen,any,latin_inherited,,,,
jekła,f. I,eagle,orzeł,dictionary_steenbergen,any,latin_inherited,,,,
jekuna,f. I,woman,kobieta,dictionary_steenbergen,any,latin_inherited,equus + -ūna,,,
jekuniarz,m,womaniser,kobieciarz,dictionary_steenbergen,any,,,,,
jekuniny,adj,female,kobiecy,dictionary_steenbergen,any,,,,,
jekunińtać,f,femininity,kobiecość,dictionary_steenbergen,any,,,,,
jekuzy,adj,funny,zabawny,dictionary_steenbergen,any,,,,,
jekwa,f. I,water,woda,dictionary_steenbergen,any,latin_inherited,,,,
jekwalzar,"v, 1",equalize,wyrównywać,dictionary_steenbergen,any,latin_inherited,,,,
jekwały,adj,equal,równy,dictionary_steenbergen,any,latin_inherited,,,,
jekwiała,f. I,vodka,wódka,dictionary_steenbergen,any,,,,,
jekwilibra,f. I,balance,równowaga,dictionary_steenbergen,any,,,,,
jel,n,garlic,czosnek,dictionary_steenbergen,any,,,,,
jeleceń,f,election,wybór,dictionary_steenbergen,any,,,,,
jeleżer,"v, 7",choose,wybierać,dictionary_steenbergen,any,,,,,
jelkądź,adv,somewhere,gdzieś,dictionary_steenbergen,any,,,,,
jelkędy,adv,"once, ever",kiedyś,dictionary_steenbergen,any,,,,,
jelki,pron.ind.,someone,ktoś,dictionary_steenbergen,any,,,,,
jelkomód,adv,somehow,jakkolwiek,dictionary_steenbergen,any,,,,,
jelkód,pron.ind.,something,coś,dictionary_steenbergen,any,,,,,
jelkwałak,adv,along some way,"którędyś, jakąś drogą",dictionary_steenbergen,any,,,,,
jelkwały,pron,some,jakiś,dictionary_steenbergen,any,,,,,
