lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
mizry,adj,"miserable, unfortunate","nieszczęśliwy, nędzny",dictionary_steenbergen,any,latin_inherited__claude,miserum + is,,,
mler,"v, 7",grind,mleć,dictionary_steenbergen,any,latin_inherited__claude,molere,,,
mlin,m,mill,młyn,dictionary_steenbergen,any,latin_inherited__claude,molinum,,,
mlinarz,m,miller,młynarz,dictionary_steenbergen,any,latin_inherited__claude,molinarium,,,
mobiel,m,(piece of) furniture,mebel,dictionary_steenbergen,any,latin_learned__claude,mobilem,,,
modziewkar,"v, 1",modify,"modyfikować, zmieniać",dictionary_steenbergen,any,latin_learned__claude,modificare,,,
moła,f. I,mill-stone,kamień młyński,dictionary_steenbergen,any,latin_inherited__claude,molam,,,
moler,"v, 5",soften,zmiększać,dictionary_steenbergen,any,latin_inherited__claude,mollire,,,
molestar,"v, 1",molest,molestować,dictionary_steenbergen,any,latin_learned__claude,molestare,,,
moli,adj,soft,miękki,dictionary_steenbergen,any,latin_inherited__claude,mollem + is,,,
mowiar,"v, 4",move,ruszać,dictionary_steenbergen,any,latin_inherited__claude,movere,,,
mustrar,"v, 1",show,pokazywać,dictionary_steenbergen,any,latin_inherited__claude,monstrare,,,
mutar,"v, 1",change,zmieniać,dictionary_steenbergen,any,latin_learned__claude,mutare,,,
mużej,n. II,museum,muzeum,dictionary_steenbergen,any,latin_learned__claude,museum,,,
mył,m,he-mule,muł,dictionary_steenbergen,any,latin_inherited__claude,mulum,,,
myła,f. I,she-mule,mulica,dictionary_steenbergen,any,latin_inherited__claude,mulam,,,
myszkieł,m,muscle,mięśń,dictionary_steenbergen,any,latin_inherited__claude,musculum,,,
mytwalemięć,adv,mutually,"nawzajem, wzajemnie",dictionary_steenbergen,any,latin_learned__claude,mutuali + mente,,,
naturalemięć,adv,"naturally, of course",oczywiście,dictionary_steenbergen,any,latin_learned__claude,naturali + mente,,,
nawala,f. I,dock,dok,dictionary_steenbergen,any,latin_inherited__claude,navalia,,,
nawraj,n,shipwreck,rozbicie okrętu,dictionary_steenbergen,any,latin_inherited__claude,naufragium,,,
naz,m,nose,nos,dictionary_steenbergen,any,latin_inherited__claude,nasum,,,
narkotyk,n,drug,narkotyk,dictionary_steenbergen,any,french__claude,narcotique,,,
nie,adv,not,nie,dictionary_steenbergen,any,latin_inherited__claude,ne,,,
nieczesarzy,adj,"necessary, needful",potrzebny,dictionary_steenbergen,any,latin_inherited__claude,necessarium + is,,,
niefierzmy,adj,weak,słaby,dictionary_steenbergen,any,latin_inherited__claude,ne + firmum + is,,,
niefinity,adj,infinite,nieskończony,dictionary_steenbergen,any,latin_learned__claude,infinitum + is,,,
niegar,"v, 1",deny,zaprzeczać,dictionary_steenbergen,any,latin_inherited__claude,negare,,,
niegleżer,"v, 7",neglect,negować,dictionary_steenbergen,any,latin_inherited__claude,neglegere,,,
niegrędzi,adj,"not big, small","niewielki, nieduży",dictionary_steenbergen,any,latin_inherited__claude,ne + grandem + is,,,
niegry,adj,black,czarny,dictionary_steenbergen,any,latin_inherited__claude,nigrum + is,,,
niemorały,adj,immoral,niemoralny,dictionary_steenbergen,any,latin_learned__claude,ne + moralem + is,,,
niew,f. III,snow,śnieg,dictionary_steenbergen,any,latin_inherited__claude,nivem,,,
niepolity,adj,impolite,nieuprzejmy,dictionary_steenbergen,any,latin_learned__claude,ne + politum + is,,,
niepuć,m,nephew,bratanek,dictionary_steenbergen,any,latin_inherited__claude,nepotem,,,
niewiżybły,adj,invisible,"niewidoczny, niewidzialny",dictionary_steenbergen,any,latin_learned__claude,ne + visibilem + is,,,
nieżysty,adj,unfair,niesprawiedliwy,dictionary_steenbergen,any,latin_inherited__claude,ne + iustum + is,,,
nieżyśtica,f. I,injustice,niesprawiedliwość,dictionary_steenbergen,any,latin_inherited__claude,ne + iustitiam,,,
obać,m,abbot,opat,dictionary_steenbergen,any,latin_learned__claude,abbatem,,,
obiedzęci,adj,obedient,posłuszny,dictionary_steenbergen,any,latin_inherited__claude,obedientem + is,,,
obilgatorzy,adj,obligatory,obowiązkowy,dictionary_steenbergen,any,latin_learned__claude,obligatorium + is,,,
obliwień,f. III,oblivion,zapomnienie,dictionary_steenbergen,any,latin_inherited__claude,oblivionem,,,
ocar,"v, 1",act,działać,dictionary_steenbergen,any,latin_inherited__claude,actare,,,
ocywy,adj,active,"dzielny, aktywny",dictionary_steenbergen,any,latin_learned__claude,activum + is,,,
oczydy,adj,acid,kwaśny,dictionary_steenbergen,any,latin_inherited__claude,acidum + is,,,
okikła,f. I,needle,igła,dictionary_steenbergen,any,latin_inherited__claude,aciculam,,,
ola,f. I,oil,"olej, oliwka",dictionary_steenbergen,any,latin_inherited__claude,oleam,,,
olegar,"v, 1",bind,"wiązać, połączyć",dictionary_steenbergen,any,latin_inherited__claude,alligare,,,
olęca,f. I,alliance,"porozumienie, ugoda",dictionary_steenbergen,any,latin_inherited__claude,alliantiam,,,
olony,adj,alien,obcy,dictionary_steenbergen,any,latin_inherited__claude,alienum + is,,,
ołtarz,n,altar,ołtarz,dictionary_steenbergen,any,latin_inherited__claude,altarium,,,
omiczyca,f. I,friendship,przyjaźń,dictionary_steenbergen,any,latin_inherited__claude,amicitiam,,,
omierabły,adj,admirable,cudowny,dictionary_steenbergen,any,latin_inherited__claude,admirabilem + is,,,
omierar,"v, 1",admire,podziwiać,dictionary_steenbergen,any,latin_inherited__claude,admirare,,,
omik,m,friend (m),przyjaciel,dictionary_steenbergen,any,latin_inherited__claude,amicum,,,
omikały,adj,friendly,"przyjacielski, przyjazny",dictionary_steenbergen,any,latin_inherited__claude,amicabilem + is,,,
omoruzy,adj,love,miłosny,dictionary_steenbergen,any,latin_inherited__claude,amorosum + is,,,
on,m,year,rok,dictionary_steenbergen,any,latin_inherited__claude,annum,,,
oniesty,adj,honest,szczery,dictionary_steenbergen,any,latin_inherited__claude,honestum + is,,,
onorar,"v, 1",honor,czcić,dictionary_steenbergen,any,latin_inherited__claude,honorare,,,
onórz,m,honour,"honor, zaszczyt",dictionary_steenbergen,any,latin_inherited__claude,honorem,,,
operar,"v, 1",operate (surgery),operować,dictionary_steenbergen,any,latin_learned__claude,operare,,,
opinień,f. III,opinion,"opinia, mniemanie",dictionary_steenbergen,any,latin_learned__claude,opinionem,,,
pałma,f. I,palm,palma,dictionary_steenbergen,any,latin_learned__claude,palmam,,,
parcalemięć,adv,partially,częściowo,dictionary_steenbergen,any,latin_inherited__claude,partiali + mente,,,
parfiecy,adj,perfect,"doskonały, perfekcyjny",dictionary_steenbergen,any,latin_inherited__claude,perfectum + is,,,
parmiecier,"v, irr.",permit,pozwalać,dictionary_steenbergen,any,latin_inherited__claude,permittere,,,
parmieszeń,f. III,permission,pozwolenie,dictionary_steenbergen,any,latin_inherited__claude,permissionem,,,
parswadziar,"v, 4",convince,przekonywać,dictionary_steenbergen,any,latin_inherited__claude,persuadere,,,
parsważeń,f. III,conviction,przekonanie,dictionary_steenbergen,any,latin_inherited__claude,persuasionem,,,
parwy,adj,"little, tiny","mały, drobny",dictionary_steenbergen,any,latin_inherited__claude,parvum + is,,,
paszchały,adj,Easter,wielkanocny,dictionary_steenbergen,any,latin_learned__claude,paschalem + is,,,
pauza,f. I,break,przerwa,dictionary_steenbergen,any,latin_learned__claude,pausam,,,
patriota,m. I,patriot,patriota,dictionary_steenbergen,any,latin_learned__claude,patriotam,,,
pąt,n,point,kropka,dictionary_steenbergen,any,latin_inherited__claude,punctum,,,
perioda,f. I,period,okres,dictionary_steenbergen,any,latin_learned__claude,periodam,,,
perkuszeń,f. III,percussion,perkusja,dictionary_steenbergen,any,latin_learned__claude,percussionem,,,
perła,f. I,pearl,perła,dictionary_steenbergen,any,latin_learned__claude,perlam,,,"Either semi-learned perula, inherited perula, or through German Perle"
peron,m,platform,peron,dictionary_steenbergen,any,french__claude,perron,,,
piana,f. I,pen,długopis,dictionary_steenbergen,any,latin_inherited__claude,pennam,,,
papagał,m,parrot,papuga,dictionary_steenbergen,any,italian__claude,pappagallo,,,
paralizar,"v, 1",paralyse,paralizować,dictionary_steenbergen,any,latin_learned__claude,*paralysare,,,
panikar,"v, 1",panic,panikować,dictionary_steenbergen,any,latin_learned__claude,*panicare,,,
"pędu, -drze","n. III -u, -rze",weight,waga,dictionary_steenbergen,any,latin_inherited__claude,pondus,,,
pędrar,"v, 1",weigh,ważyć,dictionary_steenbergen,any,latin_inherited__claude,ponderare,,,
pędruzy,adj,important,"ważny, znaczący",dictionary_steenbergen,any,latin_inherited__claude,*ponderosum + is,,,
"piąg, pięgie",n,grease,tłuszcz,dictionary_steenbergen,any,latin_inherited__claude,pinguem,,,
"piąz, pięzu",m,thought,myśl,dictionary_steenbergen,any,latin_inherited__claude,pensum,,,
pieca,f. I,piece,kawałek,dictionary_steenbergen,any,french__claude,piece,,,
piedzier (1. piodu),"v, 7",fart,pierdzieć,dictionary_steenbergen,any,latin_inherited__claude,pedere,,,
piej,adv,worse,gorzej,dictionary_steenbergen,any,latin_inherited__claude,peius,,,
piejerzy,adj,worse (comparative of mały),gorszy,dictionary_steenbergen,any,latin_inherited__claude,peiorem + is,,,
piel,f. III,skin,skóra,dictionary_steenbergen,any,latin_inherited__claude,pellem,,,
pieskły,adj,small,mały,dictionary_steenbergen,any,latin_inherited__claude,pusillum + is,,,
pieskieł,adv,"little, few",mało,dictionary_steenbergen,any,latin_inherited__claude,pusillum,,,
piędziar,"v, 4",hang,wisieć,dictionary_steenbergen,any,latin_inherited__claude,pendere,,,
pięgi,adj,greasy,tłusty,dictionary_steenbergen,any,latin_inherited__claude,pinguem + is,,,
pięzar,"v, 1",think,myśleć,dictionary_steenbergen,any,latin_inherited__claude,pensare,,,
pij,adj,pious,pobożny,dictionary_steenbergen,any,latin_inherited__claude,pium + is,,,
plan,m,plan,plan,dictionary_steenbergen,any,french__claude,plan,,,
platyna,f. I,platinum,platyna,dictionary_steenbergen,any,french__claude,platine,,,
pizza,f. I,pizza,pizza,dictionary_steenbergen,any,italian__claude,pizza,,,
płaca,f. I,"square, place","plac, skwer",dictionary_steenbergen,any,latin_inherited__claude,plateam,,,
perz,n,pus,ropa,dictionary_steenbergen,any,latin_inherited__claude,purem,,,
picera,f. I,painting,"malarstwo, obraz",dictionary_steenbergen,any,latin_inherited__claude,picturam,,,
piętar,"v, 1",paint,malować,dictionary_steenbergen,any,latin_inherited__claude,*pictare,,,
płacier,"v, 5",pay,płacić,dictionary_steenbergen,any,latin_inherited__claude,placere,,,
płaga,f. I,plague,plaga,dictionary_steenbergen,any,latin_inherited__claude,plagam,,,
płan,n,plain,równina,dictionary_steenbergen,any,latin_inherited__claude,planum,,,
płany,adj,flat,płaski,dictionary_steenbergen,any,latin_inherited__claude,planum + is,,,
płyma,f. I,feather,pióro,dictionary_steenbergen,any,latin_inherited__claude,plumam,,,
poezja,f. I,poetry,poezja,dictionary_steenbergen,any,latin_learned__claude,poesiam,,,
piżama,f. I,pyjamas,piżama,dictionary_steenbergen,any,french__claude,pyjama,,,
