lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
włątać,f,will,wola,dictionary_steenbergen,any,latin_inherited__claude,voluntatem,,,
wółtać,f,"bliss, lust","pożądliwość, rozkosz",dictionary_steenbergen,any,latin_inherited__claude,voluptatem,,,
wrzeciltać,f,fertility,płodność,dictionary_steenbergen,any,latin_inherited__claude,fertilitatem,,,
wukały,adj,"spoken, vocal","wokalny, na głos",dictionary_steenbergen,any,latin_inherited__claude,vocalem,,,
wyniewkaceń,f,unification,zjednoczenie,dictionary_steenbergen,any,latin_inherited__claude,unificationem,,,
zoologia,f. I,zoology,zoologia,dictionary_steenbergen,any,latin_learned__claude,zoologiam,,,
zoologicy,adj,zoological,zoologiczny,dictionary_steenbergen,any,latin_learned__claude,zoologicum,,,
żeniaraceń,f,generation,pokolenie,dictionary_steenbergen,any,latin_inherited__claude,generationem,,,
żeniarały,adj,general,ogólny,dictionary_steenbergen,any,latin_inherited__claude,generalem,,,
żyściewkaceń,f,justification,usprawiedliwienie,dictionary_steenbergen,any,latin_inherited__claude,iustificationem,,,
